date,season,away_team.x,away_goals,home_team,home_goals,extra_time,attendance,winner,game_status,home_odds,tie_odds,away_odds,location_lon,location_lat,label_content
30/11/2018,2018/2019,Detroit Red Wings,4,Boston Bruins,2,Normal Time,17565,Detroit Red Wings,Played,1.75,4.5,4.1,-71.062106,42.366179,Boston Bruins vs Detroit Red Wings | Score: 2 - 4 Normal Time | Winner is Detroit Red Wings
30/11/2018,2018/2019,Toronto Maple Leafs,5,Minnesota Wild,3,Normal Time,19107,Toronto Maple Leafs,Played,2.5,4.2,2.66,-93.102168,44.944905,Minnesota Wild vs Toronto Maple Leafs | Score: 3 - 5 Normal Time | Winner is Toronto Maple Leafs
30/11/2018,2018/2019,Vegas Golden Knights,1,Edmonton Oilers,2,Normal Time,18347,Edmonton Oilers,Played,2.65,4.05,2.4,-113.498029,53.546977,Edmonton Oilers vs Vegas Golden Knights | Score: 2 - 1 Normal Time | Winner is Edmonton Oilers
1/12/2018,2018/2019,Caroli Hurricanes,0,Los Angeles Kings,2,Normal Time,17546,Los Angeles Kings,Played,3.04,4.33,2.14,-118.267259,34.043004,Los Angeles Kings vs Caroli Hurricanes | Score: 2 - 0 Normal Time | Winner is Los Angeles Kings
1/12/2018,2018/2019,Winnipeg Jets,4,New York Rangers,3,SO,17464,Winnipeg Jets,Played,3.3,4.33,2.05,-73.993455,40.750478,New York Rangers vs Winnipeg Jets | Score: 3 - 4 SO | Winner is Winnipeg Jets
1/12/2018,2018/2019,Calgary Flames,3,Chicago Blackhawks,2,Normal Time,21074,Calgary Flames,Played,2.97,4.35,2.09,-87.674192,41.880666,Chicago Blackhawks vs Calgary Flames | Score: 2 - 3 Normal Time | Winner is Calgary Flames
1/12/2018,2018/2019,Colorado Avalanche,2,Detroit Red Wings,0,Normal Time,18248,Colorado Avalanche,Played,3.32,4.65,1.97,-83.055271,42.341077,Detroit Red Wings vs Colorado Avalanche | Score: 0 - 2 Normal Time | Winner is Colorado Avalanche
1/12/2018,2018/2019,San Jose Sharks,3,Montreal Cadiens,1,Normal Time,20301,San Jose Sharks,Played,2.57,4.45,2.4,-73.56945,44.496067,Montreal Cadiens vs San Jose Sharks | Score: 1 - 3 Normal Time | Winner is San Jose Sharks
2/12/2018,2018/2019,Edmonton Oilers,1,Dallas Stars,4,Normal Time,18125,Dallas Stars,Played,2.23,4.2,2.84,-96.810706,32.791093,Dallas Stars vs Edmonton Oilers | Score: 4 - 1 Normal Time | Winner is Dallas Stars
2/12/2018,2018/2019,Buffalo Sabres,1,shville Predators,2,Normal Time,17311,shville Predators,Played,1.91,4.2,3.58,-86.778458,36.159125,shville Predators vs Buffalo Sabres | Score: 2 - 1 Normal Time | Winner is shville Predators
2/12/2018,2018/2019,Tampa Bay Lightning,5,New Jersey Devils,1,Normal Time,13394,Tampa Bay Lightning,Played,2.82,4.95,2.15,-74.171058,40.733511,New Jersey Devils vs Tampa Bay Lightning | Score: 1 - 5 Normal Time | Winner is Tampa Bay Lightning
3/12/2018,2018/2019,Boston Bruins,0,Florida Panthers,5,Normal Time,12058,Florida Panthers,Played,2.35,4.35,2.66,-80.325378,26.158498,Florida Panthers vs Boston Bruins | Score: 5 - 0 Normal Time | Winner is Florida Panthers
3/12/2018,2018/2019,Arizo Coyotes,2,Los Angeles Kings,1,Normal Time,17203,Arizo Coyotes,Played,2.4,4.15,2.79,-118.267259,34.043004,Los Angeles Kings vs Arizo Coyotes | Score: 1 - 2 Normal Time | Winner is Arizo Coyotes
3/12/2018,2018/2019,Washington Capitals,3,Vegas Golden Knights,5,Normal Time,18275,Vegas Golden Knights,Played,2.05,4.33,3.18,-115.178408,36.102827,Vegas Golden Knights vs Washington Capitals | Score: 5 - 3 Normal Time | Winner is Vegas Golden Knights
3/12/2018,2018/2019,Calgary Flames,9,Columbus Blue Jackets,6,Normal Time,14885,Calgary Flames,Played,2.15,4.55,2.93,-83.006102,39.96904,Columbus Blue Jackets vs Calgary Flames | Score: 6 - 9 Normal Time | Winner is Calgary Flames
3/12/2018,2018/2019,Colorado Avalanche,3,Pittsburgh Penguins,6,Normal Time,18415,Pittsburgh Penguins,Played,2.15,4.33,2.91,-79.989706,40.438823,Pittsburgh Penguins vs Colorado Avalanche | Score: 6 - 3 Normal Time | Winner is Pittsburgh Penguins
3/12/2018,2018/2019,Winnipeg Jets,3,New York Islanders,1,Normal Time,9125,Winnipeg Jets,Played,2.9,4.45,2.19,-73.975334,40.682624,New York Islanders vs Winnipeg Jets | Score: 1 - 3 Normal Time | Winner is Winnipeg Jets
3/12/2018,2018/2019,Tampa Bay Lightning,6,Detroit Red Wings,5,SO,18477,Tampa Bay Lightning,Played,3.65,4.4,1.87,-83.055271,42.341077,Detroit Red Wings vs Tampa Bay Lightning | Score: 5 - 6 SO | Winner is Tampa Bay Lightning
3/12/2018,2018/2019,Toronto Maple Leafs,4,Buffalo Sabres,3,OT,19070,Toronto Maple Leafs,Played,3.55,4.5,1.99,-78.876395,42.874951,Buffalo Sabres vs Toronto Maple Leafs | Score: 3 - 4 OT | Winner is Toronto Maple Leafs
3/12/2018,2018/2019,Ottawa Setors,2,Montreal Cadiens,5,Normal Time,20705,Montreal Cadiens,Played,1.89,4.6,3.65,-73.56945,44.496067,Montreal Cadiens vs Ottawa Setors | Score: 5 - 2 Normal Time | Winner is Montreal Cadiens
3/12/2018,2018/2019,Minnesota Wild,3,Vancouver Canucks,2,Normal Time,17122,Minnesota Wild,Played,3.56,4.33,1.99,-123.108833,49.277821,Vancouver Canucks vs Minnesota Wild | Score: 2 - 3 Normal Time | Winner is Minnesota Wild
4/12/2018,2018/2019,Chicago Blackhawks,2,Aheim Ducks,4,Normal Time,15696,Aheim Ducks,Played,2.12,4.33,3,-117.876426,33.807714,Aheim Ducks vs Chicago Blackhawks | Score: 4 - 2 Normal Time | Winner is Aheim Ducks
4/12/2018,2018/2019,Caroli Hurricanes,1,San Jose Sharks,5,Normal Time,17119,San Jose Sharks,Played,2.08,4.33,3.06,-121.901304,37.332713,San Jose Sharks vs Caroli Hurricanes | Score: 5 - 1 Normal Time | Winner is San Jose Sharks
4/12/2018,2018/2019,Edmonton Oilers,3,St. Louis Blues,2,SO,16551,Edmonton Oilers,Played,2.46,4.5,2.55,-90.202834,38.626798,St. Louis Blues vs Edmonton Oilers | Score: 2 - 3 SO | Winner is Edmonton Oilers
5/12/2018,2018/2019,Colorado Avalanche,5,Florida Panthers,2,Normal Time,10077,Colorado Avalanche,Played,2.42,4.33,2.7,-80.325378,26.158498,Florida Panthers vs Colorado Avalanche | Score: 2 - 5 Normal Time | Winner is Colorado Avalanche
5/12/2018,2018/2019,Boston Bruins,2,Tampa Bay Lightning,3,Normal Time,19092,Tampa Bay Lightning,Played,1.89,4.8,3.56,-82.451804,27.942695,Tampa Bay Lightning vs Boston Bruins | Score: 3 - 2 Normal Time | Winner is Tampa Bay Lightning
5/12/2018,2018/2019,Washington Capitals,4,Arizo Coyotes,2,Normal Time,11910,Washington Capitals,Played,2.84,4.2,2.35,-112.261173,33.532977,Arizo Coyotes vs Washington Capitals | Score: 2 - 4 Normal Time | Winner is Washington Capitals
5/12/2018,2018/2019,New Jersey Devils,6,Los Angeles Kings,3,Normal Time,17568,New Jersey Devils,Played,2.56,4,2.51,-118.267259,34.043004,Los Angeles Kings vs New Jersey Devils | Score: 3 - 6 Normal Time | Winner is New Jersey Devils
5/12/2018,2018/2019,Chicago Blackhawks,3,Vegas Golden Knights,4,Normal Time,18494,Vegas Golden Knights,Played,1.6,4.9,5.15,-115.178408,36.102827,Vegas Golden Knights vs Chicago Blackhawks | Score: 4 - 3 Normal Time | Winner is Vegas Golden Knights
5/12/2018,2018/2019,Columbus Blue Jackets,4,Philadelphia Flyers,3,OT,19428,Columbus Blue Jackets,Played,2.54,4.33,2.53,-75.171967,39.90041,Philadelphia Flyers vs Columbus Blue Jackets | Score: 3 - 4 OT | Winner is Columbus Blue Jackets
5/12/2018,2018/2019,Detroit Red Wings,5,Toronto Maple Leafs,4,OT,19392,Detroit Red Wings,Played,1.53,5.6,5.45,-79.379026,43.64341,Toronto Maple Leafs vs Detroit Red Wings | Score: 4 - 5 OT | Winner is Detroit Red Wings
5/12/2018,2018/2019,Montreal Cadiens,5,Ottawa Setors,2,Normal Time,15820,Montreal Cadiens,Played,2.69,4.35,2.38,-75.927207,45.296899,Ottawa Setors vs Montreal Cadiens | Score: 2 - 5 Normal Time | Winner is Montreal Cadiens
5/12/2018,2018/2019,shville Predators,3,Vancouver Canucks,5,Normal Time,16894,Vancouver Canucks,Played,3.2,4.2,2.1,-123.108833,49.277821,Vancouver Canucks vs shville Predators | Score: 5 - 3 Normal Time | Winner is Vancouver Canucks
5/12/2018,2018/2019,Minnesota Wild,0,Calgary Flames,2,Normal Time,17690,Calgary Flames,Played,2.2,4.2,3.1,-114.051939,51.037398,Calgary Flames vs Minnesota Wild | Score: 2 - 0 Normal Time | Winner is Calgary Flames
6/12/2018,2018/2019,San Jose Sharks,2,Dallas Stars,3,Normal Time,18342,Dallas Stars,Played,2.65,4.25,2.39,-96.810706,32.791093,Dallas Stars vs San Jose Sharks | Score: 3 - 2 Normal Time | Winner is Dallas Stars
6/12/2018,2018/2019,Caroli Hurricanes,4,Aheim Ducks,1,Normal Time,15573,Caroli Hurricanes,Played,2.6,4.5,2.49,-117.876426,33.807714,Aheim Ducks vs Caroli Hurricanes | Score: 1 - 4 Normal Time | Winner is Caroli Hurricanes
6/12/2018,2018/2019,St. Louis Blues,1,Winnipeg Jets,0,Normal Time,15321,St. Louis Blues,Played,1.7,5.1,4.45,-97.143754,49.89259,Winnipeg Jets vs St. Louis Blues | Score: 0 - 1 Normal Time | Winner is St. Louis Blues
6/12/2018,2018/2019,Minnesota Wild,2,Edmonton Oilers,7,Normal Time,18347,Edmonton Oilers,Played,2.38,4.2,2.93,-113.498029,53.546977,Edmonton Oilers vs Minnesota Wild | Score: 7 - 2 Normal Time | Winner is Edmonton Oilers
7/12/2018,2018/2019,Colorado Avalanche,1,Tampa Bay Lightning,7,Normal Time,19092,Tampa Bay Lightning,Played,2.05,4.65,3.15,-82.451804,27.942695,Tampa Bay Lightning vs Colorado Avalanche | Score: 7 - 1 Normal Time | Winner is Tampa Bay Lightning
7/12/2018,2018/2019,San Jose Sharks,5,Arizo Coyotes,3,Normal Time,13780,San Jose Sharks,Played,2.98,4.35,2.19,-112.261173,33.532977,Arizo Coyotes vs San Jose Sharks | Score: 3 - 5 Normal Time | Winner is San Jose Sharks
7/12/2018,2018/2019,Washington Capitals,4,Columbus Blue Jackets,0,Normal Time,18501,Washington Capitals,Played,2.29,4.33,2.73,-83.006102,39.96904,Columbus Blue Jackets vs Washington Capitals | Score: 0 - 4 Normal Time | Winner is Washington Capitals
7/12/2018,2018/2019,Toronto Maple Leafs,3,Boston Bruins,6,Normal Time,17565,Boston Bruins,Played,2.93,4.45,2.13,-71.062106,42.366179,Boston Bruins vs Toronto Maple Leafs | Score: 6 - 3 Normal Time | Winner is Boston Bruins
7/12/2018,2018/2019,Pittsburgh Penguins,1,Ottawa Setors,2,OT,15795,Ottawa Setors,Played,4.05,5.15,1.87,-75.927207,45.296899,Ottawa Setors vs Pittsburgh Penguins | Score: 2 - 1 OT | Winner is Ottawa Setors
7/12/2018,2018/2019,Pittsburgh Penguins,1,Ottawa Setors,2,OT,15795,Ottawa Setors,Played,3.4,4.7,2,-75.927207,45.296899,Ottawa Setors vs Pittsburgh Penguins | Score: 2 - 1 OT | Winner is Ottawa Setors
7/12/2018,2018/2019,shville Predators,2,Calgary Flames,5,Normal Time,17717,Calgary Flames,Played,2.22,4.33,2.88,-114.051939,51.037398,Calgary Flames vs shville Predators | Score: 5 - 2 Normal Time | Winner is Calgary Flames
8/12/2018,2018/2019,New Jersey Devils,5,Aheim Ducks,6,SO,16470,Aheim Ducks,Played,2.38,4.3,2.7,-117.876426,33.807714,Aheim Ducks vs New Jersey Devils | Score: 6 - 5 SO | Winner is Aheim Ducks
8/12/2018,2018/2019,Dallas Stars,2,Vegas Golden Knights,4,Normal Time,18240,Vegas Golden Knights,Played,2.1,4.4,3,-115.178408,36.102827,Vegas Golden Knights vs Dallas Stars | Score: 4 - 2 Normal Time | Winner is Vegas Golden Knights
8/12/2018,2018/2019,Montreal Cadiens,3,Chicago Blackhawks,2,Normal Time,21057,Montreal Cadiens,Played,2.48,4.2,2.6,-87.674192,41.880666,Chicago Blackhawks vs Montreal Cadiens | Score: 2 - 3 Normal Time | Winner is Montreal Cadiens
8/12/2018,2018/2019,Calgary Flames,0,Edmonton Oilers,1,Normal Time,18347,Edmonton Oilers,Played,2.06,4.33,3.1,-113.498029,53.546977,Edmonton Oilers vs Calgary Flames | Score: 1 - 0 Normal Time | Winner is Edmonton Oilers
9/12/2018,2018/2019,New Jersey Devils,2,San Jose Sharks,5,Normal Time,17097,San Jose Sharks,Played,1.85,4.9,4.05,-121.901304,37.332713,San Jose Sharks vs New Jersey Devils | Score: 5 - 2 Normal Time | Winner is San Jose Sharks
9/12/2018,2018/2019,Pittsburgh Penguins,2,New York Islanders,1,SO,13917,Pittsburgh Penguins,Played,2.98,4.25,2.19,-73.975334,40.682624,New York Islanders vs Pittsburgh Penguins | Score: 1 - 2 SO | Winner is Pittsburgh Penguins
9/12/2018,2018/2019,Los Angeles Kings,1,Detroit Red Wings,3,Normal Time,18322,Detroit Red Wings,Played,2.43,4.3,2.63,-83.055271,42.341077,Detroit Red Wings vs Los Angeles Kings | Score: 3 - 1 Normal Time | Winner is Detroit Red Wings
10/12/2018,2018/2019,Toronto Maple Leafs,4,Caroli Hurricanes,1,Normal Time,11907,Toronto Maple Leafs,Played,2.88,4.45,2.25,-78.721967,35.803306,Caroli Hurricanes vs Toronto Maple Leafs | Score: 1 - 4 Normal Time | Winner is Toronto Maple Leafs
10/12/2018,2018/2019,Ottawa Setors,1,shville Predators,3,Normal Time,17162,shville Predators,Played,1.56,5.5,5.15,-86.778458,36.159125,shville Predators vs Ottawa Setors | Score: 3 - 1 Normal Time | Winner is shville Predators
10/12/2018,2018/2019,Florida Panthers,3,St. Louis Blues,4,Normal Time,16255,St. Louis Blues,Played,2.38,4.2,2.65,-90.202834,38.626798,St. Louis Blues vs Florida Panthers | Score: 4 - 3 Normal Time | Winner is St. Louis Blues
10/12/2018,2018/2019,Detroit Red Wings,2,Washington Capitals,6,Normal Time,18506,Washington Capitals,Played,1.67,5.3,5.45,-77.021903,38.898147,Washington Capitals vs Detroit Red Wings | Score: 6 - 2 Normal Time | Winner is Washington Capitals
10/12/2018,2018/2019,Edmonton Oilers,6,Colorado Avalanche,4,Normal Time,15809,Edmonton Oilers,Played,2.1,4.4,3.08,-105.008479,39.74822,Colorado Avalanche vs Edmonton Oilers | Score: 4 - 6 Normal Time | Winner is Edmonton Oilers
10/12/2018,2018/2019,Vancouver Canucks,3,Columbus Blue Jackets,2,Normal Time,14689,Vancouver Canucks,Played,1.85,4.5,3.85,-83.006102,39.96904,Columbus Blue Jackets vs Vancouver Canucks | Score: 2 - 3 Normal Time | Winner is Vancouver Canucks
10/12/2018,2018/2019,Arizo Coyotes,3,Boston Bruins,4,Normal Time,17565,Boston Bruins,Played,1.86,4.5,3.86,-71.062106,42.366179,Boston Bruins vs Arizo Coyotes | Score: 4 - 3 Normal Time | Winner is Boston Bruins
10/12/2018,2018/2019,Los Angeles Kings,3,Buffalo Sabres,4,OT,17897,Buffalo Sabres,Played,1.9,4.3,3.72,-78.876395,42.874951,Buffalo Sabres vs Los Angeles Kings | Score: 4 - 3 OT | Winner is Buffalo Sabres
10/12/2018,2018/2019,Montreal Cadiens,1,Minnesota Wild,7,Normal Time,18681,Minnesota Wild,Played,2.05,4.33,3.4,-93.102168,44.944905,Minnesota Wild vs Montreal Cadiens | Score: 7 - 1 Normal Time | Winner is Minnesota Wild
10/12/2018,2018/2019,Chicago Blackhawks,3,Winnipeg Jets,6,Normal Time,15321,Winnipeg Jets,Played,1.66,4.9,4.75,-97.143754,49.89259,Winnipeg Jets vs Chicago Blackhawks | Score: 6 - 3 Normal Time | Winner is Winnipeg Jets
11/12/2018,2018/2019,Dallas Stars,3,Aheim Ducks,6,Normal Time,16810,Aheim Ducks,Played,2.43,4,2.65,-117.876426,33.807714,Aheim Ducks vs Dallas Stars | Score: 6 - 3 Normal Time | Winner is Aheim Ducks
11/12/2018,2018/2019,Vegas Golden Knights,3,New York Islanders,2,Normal Time,9182,Vegas Golden Knights,Played,2.97,4.33,2.19,-73.975334,40.682624,New York Islanders vs Vegas Golden Knights | Score: 2 - 3 Normal Time | Winner is Vegas Golden Knights
11/12/2018,2018/2019,Pittsburgh Penguins,3,Chicago Blackhawks,6,Normal Time,21232,Chicago Blackhawks,Played,3.45,4.6,1.92,-87.674192,41.880666,Chicago Blackhawks vs Pittsburgh Penguins | Score: 6 - 3 Normal Time | Winner is Chicago Blackhawks
11/12/2018,2018/2019,Philadelphia Flyers,5,Calgary Flames,6,OT,17763,Calgary Flames,Played,1.87,4.75,3.6,-114.051939,51.037398,Calgary Flames vs Philadelphia Flyers | Score: 6 - 5 OT | Winner is Calgary Flames
12/12/2018,2018/2019,Toronto Maple Leafs,1,Tampa Bay Lightning,4,Normal Time,19092,Tampa Bay Lightning,Played,2.14,4.4,2.99,-82.451804,27.942695,Tampa Bay Lightning vs Toronto Maple Leafs | Score: 4 - 1 Normal Time | Winner is Tampa Bay Lightning
12/12/2018,2018/2019,Vancouver Canucks,3,shville Predators,4,OT,17206,shville Predators,Played,1.71,4.5,4.4,-86.778458,36.159125,shville Predators vs Vancouver Canucks | Score: 4 - 3 OT | Winner is shville Predators
12/12/2018,2018/2019,Dallas Stars,2,San Jose Sharks,3,Normal Time,17185,San Jose Sharks,Played,1.74,4.5,4.05,-121.901304,37.332713,San Jose Sharks vs Dallas Stars | Score: 3 - 2 Normal Time | Winner is San Jose Sharks
12/12/2018,2018/2019,Los Angeles Kings,1,Columbus Blue Jackets,4,Normal Time,15087,Columbus Blue Jackets,Played,1.74,4.65,4.3,-83.006102,39.96904,Columbus Blue Jackets vs Los Angeles Kings | Score: 4 - 1 Normal Time | Winner is Columbus Blue Jackets
12/12/2018,2018/2019,Arizo Coyotes,1,Buffalo Sabres,3,Normal Time,16872,Buffalo Sabres,Played,2.09,4.3,3.09,-78.876395,42.874951,Buffalo Sabres vs Arizo Coyotes | Score: 3 - 1 Normal Time | Winner is Buffalo Sabres
12/12/2018,2018/2019,Caroli Hurricanes,4,Montreal Cadiens,6,Normal Time,20407,Montreal Cadiens,Played,2.45,4.2,2.75,-73.56945,44.496067,Montreal Cadiens vs Caroli Hurricanes | Score: 6 - 4 Normal Time | Winner is Montreal Cadiens
12/12/2018,2018/2019,Florida Panthers,1,Minnesota Wild,5,Normal Time,18714,Minnesota Wild,Played,1.89,4.45,3.84,-93.102168,44.944905,Minnesota Wild vs Florida Panthers | Score: 5 - 1 Normal Time | Winner is Minnesota Wild
12/12/2018,2018/2019,Edmonton Oilers,4,Winnipeg Jets,5,OT,15321,Winnipeg Jets,Played,1.88,4.8,3.5,-97.143754,49.89259,Winnipeg Jets vs Edmonton Oilers | Score: 5 - 4 OT | Winner is Winnipeg Jets
13/12/2018,2018/2019,Washington Capitals,6,Caroli Hurricanes,5,SO,14446,Washington Capitals,Played,3,4.3,2.19,-78.721967,35.803306,Caroli Hurricanes vs Washington Capitals | Score: 5 - 6 SO | Winner is Washington Capitals
13/12/2018,2018/2019,Colorado Avalanche,3,St. Louis Blues,4,OT,16366,St. Louis Blues,Played,2.63,4.3,2.35,-90.202834,38.626798,St. Louis Blues vs Colorado Avalanche | Score: 4 - 3 OT | Winner is St. Louis Blues
13/12/2018,2018/2019,Boston Bruins,3,Pittsburgh Penguins,5,Normal Time,18549,Pittsburgh Penguins,Played,1.94,4.35,3.38,-79.989706,40.438823,Pittsburgh Penguins vs Boston Bruins | Score: 5 - 3 Normal Time | Winner is Pittsburgh Penguins
13/12/2018,2018/2019,Vegas Golden Knights,4,New Jersey Devils,5,OT,14076,New Jersey Devils,Played,2.97,4.33,2.19,-74.171058,40.733511,New Jersey Devils vs Vegas Golden Knights | Score: 5 - 4 OT | Winner is New Jersey Devils
13/12/2018,2018/2019,Arizo Coyotes,4,New York Rangers,3,OT,17441,Arizo Coyotes,Played,2.05,4.2,3.32,-73.993455,40.750478,New York Rangers vs Arizo Coyotes | Score: 3 - 4 OT | Winner is Arizo Coyotes
13/12/2018,2018/2019,Winnipeg Jets,4,Chicago Blackhawks,3,OT,21235,Winnipeg Jets,Played,2.91,4.55,2.15,-87.674192,41.880666,Chicago Blackhawks vs Winnipeg Jets | Score: 3 - 4 OT | Winner is Winnipeg Jets
13/12/2018,2018/2019,Ottawa Setors,4,Detroit Red Wings,2,Normal Time,18330,Ottawa Setors,Played,2.15,4.33,2.95,-83.055271,42.341077,Detroit Red Wings vs Ottawa Setors | Score: 2 - 4 Normal Time | Winner is Ottawa Setors
13/12/2018,2018/2019,Philadelphia Flyers,1,Edmonton Oilers,4,Normal Time,18347,Edmonton Oilers,Played,2.41,4.33,2.6,-113.498029,53.546977,Edmonton Oilers vs Philadelphia Flyers | Score: 4 - 1 Normal Time | Winner is Edmonton Oilers
14/12/2018,2018/2019,Toronto Maple Leafs,3,Florida Panthers,4,OT,14177,Florida Panthers,Played,3.32,4.5,1.98,-80.325378,26.158498,Florida Panthers vs Toronto Maple Leafs | Score: 4 - 3 OT | Winner is Florida Panthers
14/12/2018,2018/2019,New Jersey Devils,1,shville Predators,2,SO,17446,shville Predators,Played,1.8,4.5,4.15,-86.778458,36.159125,shville Predators vs New Jersey Devils | Score: 2 - 1 SO | Winner is shville Predators
14/12/2018,2018/2019,Buffalo Sabres,3,Washington Capitals,4,SO,18506,Washington Capitals,Played,2,4.8,3.08,-77.021903,38.898147,Washington Capitals vs Buffalo Sabres | Score: 4 - 3 SO | Winner is Washington Capitals
14/12/2018,2018/2019,Dallas Stars,4,Colorado Avalanche,6,Normal Time,17626,Colorado Avalanche,Played,2,4.33,3.32,-105.008479,39.74822,Colorado Avalanche vs Dallas Stars | Score: 6 - 4 Normal Time | Winner is Colorado Avalanche
14/12/2018,2018/2019,Aheim Ducks,2,Columbus Blue Jackets,1,OT,16171,Aheim Ducks,Played,1.93,4.4,3.72,-83.006102,39.96904,Columbus Blue Jackets vs Aheim Ducks | Score: 1 - 2 OT | Winner is Aheim Ducks
14/12/2018,2018/2019,Los Angeles Kings,3,Pittsburgh Penguins,4,OT,18627,Pittsburgh Penguins,Played,1.85,4.6,3.92,-79.989706,40.438823,Pittsburgh Penguins vs Los Angeles Kings | Score: 4 - 3 OT | Winner is Pittsburgh Penguins
14/12/2018,2018/2019,Detroit Red Wings,3,New York Islanders,4,SO,13917,New York Islanders,Played,1.77,4.5,4.05,-73.975334,40.682624,New York Islanders vs Detroit Red Wings | Score: 4 - 3 SO | Winner is New York Islanders
14/12/2018,2018/2019,Ottawa Setors,2,Montreal Cadiens,5,Normal Time,21302,Montreal Cadiens,Played,1.61,5.2,4.95,-73.56945,44.496067,Montreal Cadiens vs Ottawa Setors | Score: 5 - 2 Normal Time | Winner is Montreal Cadiens
14/12/2018,2018/2019,Philadelphia Flyers,1,Vancouver Canucks,5,Normal Time,17238,Vancouver Canucks,Played,2.4,5,2.7,-123.108833,49.277821,Vancouver Canucks vs Philadelphia Flyers | Score: 5 - 1 Normal Time | Winner is Vancouver Canucks
15/12/2018,2018/2019,San Jose Sharks,7,Chicago Blackhawks,3,Normal Time,21237,San Jose Sharks,Played,3.15,4.4,2.03,-87.674192,41.880666,Chicago Blackhawks vs San Jose Sharks | Score: 3 - 7 Normal Time | Winner is San Jose Sharks
15/12/2018,2018/2019,Edmonton Oilers,2,Vancouver Canucks,4,Normal Time,18036,Vancouver Canucks,Played,2.85,4.2,2.27,-123.108833,49.277821,Vancouver Canucks vs Edmonton Oilers | Score: 4 - 2 Normal Time | Winner is Vancouver Canucks
15/12/2018,2018/2019,Tampa Bay Lightning,4,Winnipeg Jets,5,OT,15321,Winnipeg Jets,Played,2.59,4.33,2.44,-97.143754,49.89259,Winnipeg Jets vs Tampa Bay Lightning | Score: 5 - 4 OT | Winner is Winnipeg Jets
16/12/2018,2018/2019,Vegas Golden Knights,0,Columbus Blue Jackets,1,Normal Time,15008,Columbus Blue Jackets,Played,2.14,4.8,2.89,-83.006102,39.96904,Columbus Blue Jackets vs Vegas Golden Knights | Score: 1 - 0 Normal Time | Winner is Columbus Blue Jackets
16/12/2018,2018/2019,Aheim Ducks,4,Pittsburgh Penguins,2,Normal Time,18575,Aheim Ducks,Played,1.9,4.7,3.54,-79.989706,40.438823,Pittsburgh Penguins vs Aheim Ducks | Score: 2 - 4 Normal Time | Winner is Aheim Ducks
16/12/2018,2018/2019,Boston Bruins,4,Montreal Cadiens,0,Normal Time,21302,Boston Bruins,Played,2.17,4.33,3.05,-73.56945,44.496067,Montreal Cadiens vs Boston Bruins | Score: 0 - 4 Normal Time | Winner is Boston Bruins
16/12/2018,2018/2019,shville Predators,3,Ottawa Setors,4,OT,14492,Ottawa Setors,Played,3.58,4.7,1.9,-75.927207,45.296899,Ottawa Setors vs shville Predators | Score: 4 - 3 OT | Winner is Ottawa Setors
17/12/2018,2018/2019,Calgary Flames,0,Dallas Stars,2,Normal Time,18127,Dallas Stars,Played,2.65,4.2,2.4,-96.810706,32.791093,Dallas Stars vs Calgary Flames | Score: 2 - 0 Normal Time | Winner is Dallas Stars
17/12/2018,2018/2019,Winnipeg Jets,1,Los Angeles Kings,4,Normal Time,17405,Los Angeles Kings,Played,3.22,4.45,2,-118.267259,34.043004,Los Angeles Kings vs Winnipeg Jets | Score: 4 - 1 Normal Time | Winner is Los Angeles Kings
17/12/2018,2018/2019,Detroit Red Wings,2,Philadelphia Flyers,3,Normal Time,19255,Philadelphia Flyers,Played,1.83,4.6,3.7,-75.171967,39.90041,Philadelphia Flyers vs Detroit Red Wings | Score: 3 - 2 Normal Time | Winner is Philadelphia Flyers
17/12/2018,2018/2019,Toronto Maple Leafs,7,New Jersey Devils,2,Normal Time,14586,Toronto Maple Leafs,Played,3.25,4.5,2.05,-74.171058,40.733511,New Jersey Devils vs Toronto Maple Leafs | Score: 2 - 7 Normal Time | Winner is Toronto Maple Leafs
17/12/2018,2018/2019,Aheim Ducks,1,New York Rangers,3,Normal Time,17590,New York Rangers,Played,2.11,4.33,3.08,-73.993455,40.750478,New York Rangers vs Aheim Ducks | Score: 3 - 1 Normal Time | Winner is New York Rangers
17/12/2018,2018/2019,shville Predators,1,Chicago Blackhawks,2,Normal Time,21223,Chicago Blackhawks,Played,3.2,4.45,2.04,-87.674192,41.880666,Chicago Blackhawks vs shville Predators | Score: 2 - 1 Normal Time | Winner is Chicago Blackhawks
17/12/2018,2018/2019,Florida Panthers,5,Buffalo Sabres,2,Normal Time,17602,Florida Panthers,Played,2.35,4.33,2.71,-78.876395,42.874951,Buffalo Sabres vs Florida Panthers | Score: 2 - 5 Normal Time | Winner is Florida Panthers
17/12/2018,2018/2019,San Jose Sharks,4,Minnesota Wild,0,Normal Time,18870,San Jose Sharks,Played,2.45,4.45,2.72,-93.102168,44.944905,Minnesota Wild vs San Jose Sharks | Score: 0 - 4 Normal Time | Winner is San Jose Sharks
17/12/2018,2018/2019,Tampa Bay Lightning,5,Vancouver Canucks,2,Normal Time,17193,Tampa Bay Lightning,Played,3.74,4.65,1.79,-123.108833,49.277821,Vancouver Canucks vs Tampa Bay Lightning | Score: 2 - 5 Normal Time | Winner is Tampa Bay Lightning
